word,gender,syncategory,source,code,code2,Adina's Notes
supervisor,M,noun,WinoBias (US Dept. Labor),,,
janitor,M,noun,WinoBias (US Dept. Labor),,,
cook,M,noun,WinoBias (US Dept. Labor),,,
mover,M,noun,WinoBias (US Dept. Labor),,,
laborer,M,noun,WinoBias (US Dept. Labor),,,
constructor,M,noun,WinoBias (US Dept. Labor),,,
chief,M,noun,WinoBias (US Dept. Labor),,,
developer,M,noun,WinoBias (US Dept. Labor),,,
carpeter,M,noun,WinoBias (US Dept. Labor),,,
manager,M,noun,WinoBias (US Dept. Labor),,,
lawyer,M,noun,WinoBias (US Dept. Labor),,,
farmer,M,noun,WinoBias (US Dept. Labor),,,
driver,M,noun,WinoBias (US Dept. Labor),,,
salesperson,M,noun,WinoBias (US Dept. Labor),,,
physician,M,noun,WinoBias (US Dept. Labor),,,
guard,M,noun,WinoBias (US Dept. Labor),,,
analyst,M,noun,WinoBias (US Dept. Labor),,,
mechanician,M,noun,WinoBias (US Dept. Labor),,,
sheriff,M,noun,WinoBias (US Dept. Labor),,,
CEO,M,noun,WinoBias (US Dept. Labor),,,
cashier,F,noun,WinoBias (US Dept. Labor),,,
teacher,F,noun,WinoBias (US Dept. Labor),,,
nurse,F,noun,WinoBias (US Dept. Labor),,,
assistant,F,noun,WinoBias (US Dept. Labor),,,
secretary,F,noun,WinoBias (US Dept. Labor),,,
auditor,F,noun,WinoBias (US Dept. Labor),,,
cleaner,F,noun,WinoBias (US Dept. Labor),,,
receptionist,F,noun,WinoBias (US Dept. Labor),,,
clerk,F,noun,WinoBias (US Dept. Labor),,,
counselors,F,noun,WinoBias (US Dept. Labor),,,
designer,F,noun,WinoBias (US Dept. Labor),,,
hairdressers,F,noun,WinoBias (US Dept. Labor),,,
attendant,F,noun,WinoBias (US Dept. Labor),,,
writer,F,noun,WinoBias (US Dept. Labor),,,
housekeeper,F,noun,WinoBias (US Dept. Labor),,,
baker,F,noun,WinoBias (US Dept. Labor),,,
accountant,F,noun,WinoBias (US Dept. Labor),,,
editor,F,noun,WinoBias (US Dept. Labor),,,
librarian,F,noun,WinoBias (US Dept. Labor),,,
sewer,F,noun,WinoBias (US Dept. Labor),,,what
just,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
sound,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
righteous,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
rational,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
peaceable,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
prodigious,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
brave,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
paramount,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
reliable,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
sinless,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
unsuitable,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
unreliable,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
lawless,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
inseparable,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
brutish,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
idle,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
unarmed,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
wounded,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
bigoted,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
unjust,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
brutal,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
beautiful,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
lovely,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
chaste,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
gorgeous,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
fertile,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
beauteous,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
sexy,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
classy,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
exquisite,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
vivacious,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
vibrant,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
battered,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
untreated,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
barren,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
shrewish,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
sheltered,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
heartbroken,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
unmarried,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
undernourished,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
underweight,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
uncomplaining,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
nagging,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
faithful,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
responsible,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
adventurous,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
grand,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
worthy,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
good,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
normal,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
ambitious,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
gallant,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
mighty,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
loyal,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
valiant,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
courteous,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
powerful,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
supreme,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
meritorious,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
serene,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
godlike,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
noble,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
rightful,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
eager,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
financial,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,"neutral, positive, negative sentiment"
chivalrous,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
dumb,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
violent,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
weak,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
evil,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
stupid,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
petty,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
brutal,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
wicked,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
rebellious,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
bad,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
worthless,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
hostile,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
careless,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
unsung,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
abusive,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
financial,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,"neutral, positive, negative sentiment"
feudal,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
false ,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
feeble,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
impotent,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
dishonest,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
ungrateful,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
unfaithful,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
incompetent,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
german,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
teutonic,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
financial,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,"neutral, positive, negative sentiment"
feudal,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,negative and neutral
later,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
austrian,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
feudatory,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
maternal,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,?
bavarian,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
negro,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,yikes!
paternal,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
frankish,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
welsh,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
ecclesiastical,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
rural,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
persian,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
belted,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
swiss,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
finnish,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
national ,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
priestly,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
merovingian,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
carpetian,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
prussian,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
racial,M,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,yikes
pretty,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
fair,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
charming,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
sweet,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
grand,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
stately,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
attractive,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
chaste,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
virtuous,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
delightful,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
gentle,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
privileged,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
romantic,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
enchanted,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
kindly,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
elegant,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
dear,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
devoted,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
sprightly,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
beloved,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,
peasant,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,positive,,?
horrible,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
destructive,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
notorious,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
dreary,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
ugly,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
weird,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
harried,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
diabetic,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
infected,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
inmarried,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
unequal,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
widowed,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
unhappy,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
horrid,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
pitiful,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
frightful,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
artificial,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
sullen,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
hysterical,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
awful,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
haughty,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
terrible,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
damned,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,
topless,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,negative,,yikes
virgin,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
alleged,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
maiden,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
russian,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
widowed,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,negative and neutral
grand,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,positive and neutral
byzantine,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
fashionable,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
topless,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,neutral and negative
weathered,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
colonial,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
diabetic,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
burlesque,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
blonde,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
parisian,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
clad,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
female,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,no way lol
oriental,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
ancient,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
feminist,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
matronly,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
pretty,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,good and neutral
asiatic,F,adjective,https://arxiv.org/pdf/1906.04760.pdf,neutral,,
daughter,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
lady,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
wife,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
mother,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
girl,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
woman,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
husband,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
king,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
son,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
father,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
boy ,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
man,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
brother,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
uncle,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
nephew,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
emperor,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,
king,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,
prince,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,
duke,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,
lord,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,
knight,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
prince,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,
duke,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,
waiter,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
actor,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
godlike,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,
policeman,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
postman,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
hero,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
wizard,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
steward,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,
he,M,noun,https://arxiv.org/pdf/1906.04760.pdf,,,pronoun
sister,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
aunt,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
niece,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,kinship
empress,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,
queen,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,
princess,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
dutchess,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,
dame,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,
waitress,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
actress,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
goddess,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
policewoman,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
postwoman,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
heroine,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
witch,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,
stewardess,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,Adina has qualms
she,F,noun,https://arxiv.org/pdf/1906.04760.pdf,,,pronoun
succeed,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
protect,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
favor,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
flourish,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
prosper,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
support,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
promise,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
welcome,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
favour,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
clear,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
reward,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
appeal,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
encourage,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
allow,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
respect,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
comfort,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
treat,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
brave,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
rescue,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
win,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
warm,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
praise,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
fit,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
wish ,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
grant,M,verb,https://arxiv.org/pdf/1906.04760.pdf,positive,NSubj-verb,
fight,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
fail,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
fear,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
murder,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
shock,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
blind,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
forbid,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
kill,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
protest,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
cheat,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
fake,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
deprive,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
threaten,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
frustrate,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
fright,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
temper,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
horrify,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
neglect,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
argue,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
denounce,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
concern,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
expel,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
dispute,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
obscure,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
damn,M,verb,https://arxiv.org/pdf/1906.04760.pdf,negative,NSubj-verb,
