word,gender,syncategory,source,code,code2,Adina's Notes
widows,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
lady,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
sister,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
brides,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
nun,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
adultresses,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
obstetrics,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
bellgirls,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
her,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
marchioness,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,?
princesses,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
empresses,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
mare,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
chairwoman,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
convent,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
priestesses,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
girlhood,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
ladies,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
queen,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
gals,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
mommies,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
maid,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
female_ejaculation,F,??,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
spokeswoman,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
seamstress,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
cowgirls,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
chick,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
spinsters,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship?
hair_salon,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
empress,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
mommy,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
feminism,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
gals,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
enchantress,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
gal,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
motherhood,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
estrogen,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
camerawomen,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
godmother,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
strongwoman,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
goddess,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
matriarch,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
aunt,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
chairwomen,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
ma'am,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
sisterhood,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
hostess,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
estradiol,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
wife,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
mom,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
stewardess,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
females,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
viagra,F,??,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
spokeswomen,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
ma,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
belle,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
minx,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
maiden,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
witch,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,Adina has qualms
miss,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
nieces,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
mothered,F,adjective,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
cow,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,Adina has qualms
belles,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
councilwomen,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
landladies,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
granddaughter,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
fiancees,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
stepmothers,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
horsewomen,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
grandmothers,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
adultress,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
schoolgirl,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
hen,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
granddaughters,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
bachelorette,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
camerawoman,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
moms,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
her,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
mistress,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
lass,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
policewoman,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
nun,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
actresses,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
saleswomen,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
girlfriend,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
councilwoman,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
lady,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
stateswoman,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
maternal,F,adjective,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
lass,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
landlady,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
sistren,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,??
ladies,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
wenches,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
sorority,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
bellgirl,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
duchess,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
ballerina,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
chicks,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
fiancee,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
fillies,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
wives,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
suitress,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,??
maternity,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
she,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
businesswoman,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
masseuses,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
heroine,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
doe,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
busgirls,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
girlfriends,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
queens,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
sisters,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
mistresses,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
stepmother,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
brides,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
daughter,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
minxes,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
cowgirl,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
lady,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
daughters,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
mezzo,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
saleswoman,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
mistress,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship?
hostess,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
nuns,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
maids,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
mrs.,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
headmistresses,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
lasses,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
congresswoman,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
airwoman,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
housewife,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
priestess,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
barwomen,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
barnoesses,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,??
abbesses,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
handywoman,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
toque,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,?? (isn't this a kind of hat)
sororities,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
stewardesses,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
filly,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
czarina,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
stepdaughters,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
herself,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
girls,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
lionesses,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
lady,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
vagina,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
hers,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
masseuse,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
cows,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,Adina has qualms
aunts,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
wench,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
toques,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,hat again?
wife,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
lioness,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
sorceress,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
effeminate,F,verb/adjective,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
mother,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
lesbians,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
female,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
waitresses,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
ovum,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
skene_gland,F,?!,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,??
stepdaughter,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
womb,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
businesswomen,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
heiress,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
waitress,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
headmistress,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
woman,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
governess,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
godess,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
bride,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
grandma,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
bride,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
gal,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
lesbian,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
ladies,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
girl,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
grandmother,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,kinship
mare,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
maternity,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
hens,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
uterus,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
nuns,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
maidservants,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
seamstress',F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
busgirl,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
heroines,F,noun,https://github.com/uclanlp/gn_glove/blob/master/wordlist/male_word_file.txt,,,
petite,F,adjective,https://github.com/tolga-b/debiaswe,,,fn8. Gonen and Goldberg 2019 (https://arxiv.org/pdf/1903.03862.pdf)
mums,F,noun,https://github.com/tolga-b/debiaswe,,,fn8. Gonen and Goldberg 2019 (https://arxiv.org/pdf/1903.03862.pdf)
bra,F,noun,https://github.com/tolga-b/debiaswe,,,fn8. Gonen and Goldberg 2019 (https://arxiv.org/pdf/1903.03862.pdf)
breastfeeding,F,verb,https://github.com/tolga-b/debiaswe,,,fn8. Gonen and Goldberg 2019 (https://arxiv.org/pdf/1903.03862.pdf)
sassy,F,adjective,https://github.com/tolga-b/debiaswe,,,fn8. Gonen and Goldberg 2019 (https://arxiv.org/pdf/1903.03862.pdf)
rookie,M,noun,https://github.com/tolga-b/debiaswe,,,fn8. Gonen and Goldberg 2019 (https://arxiv.org/pdf/1903.03862.pdf)
burly,M,adjective,https://github.com/tolga-b/debiaswe,,,fn8. Gonen and Goldberg 2019 (https://arxiv.org/pdf/1903.03862.pdf)
training camp,M,noun,https://github.com/tolga-b/debiaswe,,,fn8. Gonen and Goldberg 2019 (https://arxiv.org/pdf/1903.03862.pdf)
jouneyman,M,noun,https://github.com/tolga-b/debiaswe,,,fn8. Gonen and Goldberg 2019 (https://arxiv.org/pdf/1903.03862.pdf)
homemaker,F,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
nurse,F,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
receptionist,F,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
librarian,F,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
socialite,F,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
hairdresser,F,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
nanny,F,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
bookkeeper,F,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
stylist,F,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
housekeeper,F,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
interior designer,F,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
guidance counselor,F,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
maestro,M,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
skipper,M,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
protege,M,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
philosopher,M,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
captain,M,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
architect,M,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
financier,M,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
warrior,M,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
broadcaster,M,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
magician,M,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
fighter pilot,M,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
boss,M,noun,https://arxiv.org/pdf/1607.06520.pdf,,,
hag,F,noun,Adina examined LIGHT dialogs,,,
crone,F,noun,Adina examined LIGHT dialogs,,,
hags,F,noun,Adina examined LIGHT dialogs,,,
crones,F,noun,Adina examined LIGHT dialogs,,,
geezer,M,noun,Adina examined LIGHT dialogs,,,
geezers,M,noun,Adina examined LIGHT dialogs,,,
broad,F,noun,Lakoff 1973,,,
broads,F,noun,Lakoff 1974,,,